ACSSF,2012e5,dc,000,0003,0000188,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,23,0,0,0,0,4355,2071,199,50,42,53,16,113,60,187,388,224,351,234,122,32,2284,246,63,0,28,15,264,210,243,291,249,302,227,61,85,266,151,0,0,47,0,0,0,0,24,66,0,0,0,14,0,115,0,0,0,0,0,0,16,53,0,20,0,26,0,0,39.4,41.5,36.0,40.6,43.6,38.3,29.8,.,.,42.5,47.3,39.8,28.4,28.4,28.4,.,.,.,16.1,16.6,.,.,.,.,40.7,43.9,38.6,34.7,36.1,34.5,5040
ACSSF,2012e5,dc,000,0003,0000189,156,64,0,0,0,0,15,18,0,0,0,0,31,0,0,0,92,0,0,0,0,81,11,0,0,0,0,0,0,0,0,2907,1366,0,0,0,0,913,453,0,0,0,0,0,0,0,0,1541,0,0,0,0,1148,383,10,0,0,0,0,0,0,0,181,83,0,0,0,0,73,10,0,0,0,0,0,0,0,0,98,0,0,0,0,58,9,0,0,0,31,0,0,0,0,19.5,19.5,19.5,19.5,19.5,19.5,19.4,19.5,19.4,.,.,.,19.7,19.5,19.7,.,.,.,20.9,.,.,19.8,20.9,19.4,19.5,19.5,19.5,19.3,19.2,19.5,4074
ACSSF,2012e5,dc,000,0003,0000190,135,47,10,0,15,0,0,14,1,0,0,0,7,0,0,0,88,0,0,0,14,17,19,0,0,12,0,26,0,0,0,4329,2144,133,25,32,24,110,475,289,120,238,256,153,179,45,65,2185,107,39,13,14,204,649,250,99,191,187,227,137,9,59,155,80,0,0,1,0,5,13,8,9,26,0,12,6,0,0,75,0,13,0,0,0,18,19,0,0,15,0,10,0,0,27.1,27.9,26.1,27.6,29.9,26.3,19.8,19.7,20.5,19.5,.,.,32.1,21.4,32.4,.,.,.,25.2,.,25.2,20.8,12.9,22.7,27.5,29.7,26.3,31.1,36.2,25.3,4976
ACSSF,2012e5,dc,000,0003,0000191,79,29,13,0,0,0,0,0,0,0,0,16,0,0,0,0,50,19,0,0,0,0,0,14,0,17,0,0,0,0,0,4574,2127,96,109,44,80,12,215,480,200,364,149,169,120,89,0,2447,205,16,82,50,0,438,349,272,315,281,173,112,60,94,467,155,88,0,8,10,0,0,0,0,11,0,0,38,0,0,312,19,0,0,0,8,0,43,72,31,20,71,48,0,0,32.4,30.9,33.3,31.8,31.0,32.6,54.8,.,59.9,28.2,28.2,69.2,33.9,33.1,35.8,.,.,.,34.5,4.4,34.8,28.5,51.1,28.4,31.6,31.2,32.3,34.6,4.3,37.0,5399
ACSSF,2012e5,dc,000,0003,0000192,29,16,0,0,4,0,0,0,0,0,0,4,0,0,8,0,13,0,0,0,9,0,0,0,4,0,0,0,0,0,0,1098,584,0,49,34,14,0,12,61,42,107,65,73,43,72,12,514,26,0,28,24,0,10,26,14,82,82,132,58,16,16,223,85,0,0,14,0,0,0,0,0,33,0,0,33,5,0,138,0,32,15,23,0,0,0,0,34,3,19,10,2,0,43.9,43.9,44.0,44.4,44.0,46.4,52.2,43.5,57.3,.,.,.,27.1,27.6,26.6,.,.,.,.,.,.,33.4,63.0,16.5,46.7,43.2,48.3,42.6,44.8,17.8,1514
ACSSF,2012e5,dc,000,0003,0000193,82,54,0,0,0,0,0,35,0,19,0,0,0,0,0,0,28,0,0,11,0,0,0,0,0,0,0,17,0,0,0,2351,1023,0,0,0,0,20,165,209,254,125,90,92,48,20,0,1328,0,19,0,0,38,307,352,150,193,87,100,36,46,0,430,191,60,0,0,0,0,0,47,19,49,0,16,0,0,0,239,50,39,0,0,0,2,46,0,85,0,17,0,0,0,30.0,32.8,28.8,30.1,32.0,28.9,49.6,49.6,72.0,41.3,41.3,24.0,27.5,.,26.4,.,.,.,.,.,.,22.9,22.8,62.2,30.5,33.1,29.3,28.8,29.5,28.4,3231
ACSSF,2012e5,dc,000,0003,0000194,96,62,9,0,0,0,0,21,0,0,0,5,27,0,0,0,34,0,0,0,0,0,14,0,9,0,11,0,0,0,0,2474,1106,36,42,36,20,0,64,68,143,113,169,239,110,52,14,1368,40,18,26,39,0,122,159,326,134,160,179,121,24,20,187,85,0,12,0,0,0,21,12,0,28,0,12,0,0,0,102,9,11,0,0,0,0,13,10,18,8,24,0,9,0,39.3,44.1,35.1,39.2,46.3,34.6,46.2,39.6,46.7,.,.,.,41.2,41.9,38.5,.,.,.,8.8,8.7,10.3,34.4,51.2,34.3,39.5,48.0,34.5,36.2,28.8,40.0,3076
ACSSF,2012e5,dc,000,0003,0000195,134,89,22,0,0,0,0,0,0,35,32,0,0,0,0,0,45,17,0,0,0,0,19,9,0,0,0,0,0,0,0,3403,1452,79,49,89,35,0,32,79,72,240,241,222,203,59,52,1951,46,50,82,72,12,71,157,187,226,245,378,220,130,75,266,63,0,11,0,0,0,0,0,0,12,34,0,6,0,0,203,0,0,13,0,0,78,72,14,0,0,0,17,2,7,47.0,47.5,46.5,45.8,46.3,44.9,72.6,64.2,75.2,.,.,.,34.3,64.5,27.0,.,.,.,76.1,.,.,30.5,31.6,24.3,47.0,46.7,47.3,27.9,52.3,25.7,4472
ACSSF,2012e5,dc,000,0003,0000196,480,303,7,59,58,60,0,0,0,31,0,0,88,0,0,0,177,16,0,62,0,0,15,0,26,58,0,0,0,0,0,3190,1216,16,0,0,0,0,47,63,225,146,233,69,286,113,18,1974,18,0,0,0,0,116,416,130,280,165,341,198,260,50,309,171,0,0,0,0,0,0,16,14,0,57,73,11,0,0,138,0,0,0,0,0,0,0,47,34,10,10,18,19,0,44.3,49.1,42.9,49.7,50.6,45.6,52.3,45.1,52.6,.,.,.,31.7,31.6,31.8,.,.,.,.,.,.,16.6,16.5,23.7,49.6,50.0,47.1,52.6,53.0,38.4,4478
ACSSF,2012e5,dc,000,0003,0000197,70,39,20,0,0,0,0,0,0,0,19,0,0,0,0,0,31,0,0,0,0,0,0,15,0,16,0,0,0,0,0,2406,1048,33,0,0,0,0,165,315,223,27,56,63,70,80,16,1358,25,0,16,0,0,124,451,100,258,100,105,96,58,25,404,98,0,0,0,0,0,0,67,17,0,14,0,0,0,0,306,0,0,0,0,0,82,98,80,21,0,0,13,12,0,30.7,29.9,32.4,30.2,29.7,31.0,26.8,26.7,26.8,.,.,.,38.2,.,38.2,.,.,.,32.1,.,29.0,31.0,4.0,39.0,30.7,30.1,33.4,28.5,25.9,28.7,3184
